site_name,catchment,catchment_confidence,merge_rule_applied,method_1_catchment,method_1_confidence,method_2_catchment,method_2_confidence,transmission_catchment,rationale,matched_keyword,best_capacity_mw,technology,fuel,owner,owner_tier,phantom_risk,phantom_flags,notes
Tallawang BESS,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Tallawang,,,,,,,,
Tamworth Energy Reserve - KCI,NEW,high,no_coord_m1_backstop,NEW,high,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Tamworth,299.7,Storage - Battery,Other - Other,The Trustee for Equis Energy (Ausralia) Ngumi 4 Asset Trust,,,,
Traralgon Network Support Station,GIP,medium,no_coord_m1_backstop,GIP,medium,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Traralgon,10.0,Reciprocating Engine - Spark ignition,Fossil - Natural Gas,NovaPower Pty Ltd,,,,
Uungula BESS,CWO,medium,agree,CWO,medium,CWO,medium,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Uungula,400.0,Storage - Battery,Other - Other,Squadron Energy Services Pty Ltd,,,,
Wagga North BESS (IB Vogt) - KCI,SW-NSW,high,no_coord_m1_backstop,SW-NSW,high,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Wagga,120.12,Storage - Battery,Other - Other,Ib vogt Development Australia Pty Ltd,,,,
Wagga Wagga BESS (KCI),SW-NSW,high,no_coord_m1_backstop,SW-NSW,high,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Wagga Wagga,,,,,,,,
Weasel Solar Farm And BESS - KCI,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),144.16,Solar PV - Fixed,Solar - Solar,Weasel Solar Farm P/L,,,,
Wellington BESS 2,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wellington,,,,,,,,
West Wyalong BESS,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),West Wyalong,50.0,Storage - Battery,Other - Other,Lightsource BP,,,,
Wimmera Plains BESs,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Wimmera,100.0,Storage - Battery,Other - Other,BayWA r.e Projects Australia Pty Ltd,,,,
Winton BESS,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Winton,120.0,Storage - Battery,Other - Other,AE BESS 10 as Trustee for AE BESS 10 Unit Trust,,,,
Wodonga BESS,CN-VIC,high,agree,CN-VIC,medium,CN-VIC,high,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Wodonga,250.0,Storage - Battery,Other - Other,IBERDROLA AUSTRALIA DEVELOPMENT PTY LIMITED,,,,
Wombelano Wind Farm,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Wombelano,24.0,Wind Turbine - Onshore,Wind - Wind,Wind Projects Australia Project 1 Pty Ltd,,,,
Barker Inlet Power Station 2,MN,high,agree,MN,medium,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Barker Inlet,280.0,Turbine - OCGT,Fossil - Natural Gas Pipeline,AGL Energy Limited,,,,
Barn Hill BESS,MN,medium,boundary_swap_m1_med_close,EYR,medium,MN,high,EYR,EYR,Barn Hill,270.0,Storage - Battery,Other - Other,AGL Energy Limited,,,,
Barnawartha Solar & Energy Storage,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Barnawartha,64.02,Solar PV - Single axis tracking,Solar - Solar,Barnawartha Solar Pty Ltd,,,,
Blind Creek Solar Farm and Battery Energy Storage System,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Blind Creek,378.0,Solar PV - Single axis tracking,Solar - Solar,Ms BCSF Holdings Pty Ltd as trustee for the Blind Creek Solar Farm Trust,,,,
Bonnie Brae Hybrid Plant,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Bonnie Brae,70.0,Storage - Battery,Solar - Solar,Barathrum Energy Pty Ltd,,,,
Burgmanns BESS,NEW,medium,boundary_swap_m1_med_close,HCC,medium,NEW,high,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Burgmanns,200.0,Storage - Battery,Other - Other,Burgmanns BESS Pty Ltd,,,,
Camperdown BESS - Quintas,SW-VIC,medium,no_coord_m1_backstop,SW-VIC,medium,,,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Camperdown,75.0,Storage - Battery,Other - Other,Camperdown BESS Pty Ltd,,,,
Deepwater BESS,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Deepwater,139.84,Storage - Battery,Other - Other,Ib vogt Development Australia Pty Ltd,,,,
Deepwater Solar Farm,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Deepwater,139.84,Solar PV - Fixed,Solar - Solar,Ib vogt Development Australia Pty Ltd,,,,
Doreen BESS,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Doreen,800.0,Storage - Battery,Other - Other,BZ Renewables Holdings Pty Ltd,,,,
Emu Park BESS,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Emu Park,199.8,Storage - Battery,Other - Other,M Renweables Australia,,,,
Emu Park Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Emu Park,300.0,Solar PV - Fixed,Solar - Solar,M Renweables Australia,,,,
Garoo BESS,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Garoo,539.6,Storage - Battery,Other - Other,Greenpulse solar farm and BESS as trustee for Greenpulse Solar Farm & Bess Unit Trust,,,,
Garoo Solar Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Garoo,167.2,Solar PV - Fixed,Solar - Solar,Greenpulse solar farm and BESS as trustee for Greenpulse Solar Farm & Bess Unit Trust,,,,
Glanmire Solar Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Glanmire,60.0,Solar PV - Single axis tracking,Solar - Solar,Elgin Energy Pty Ltd,,,,
Gould Creek BESS,MN,medium,agree,MN,medium,MN,medium,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Gould Creek,215.0,Storage - Battery,Other - Other,Gould Creek BESS Project Pty Ltd,,,,
Goyder BESS,MN,high,agree,MN,medium,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Goyder,300.0,Storage - Battery,Other - Other,Neoen Australia Pty Ltd,,,,
Goyder North Renewable Energy Facility,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Goyder North,600.0,Wind Turbine - Onshore,Wind - Wind,Neoen Australia,,,,
Harrogate BESS,SE-SA,medium,no_coord_m1_backstop,SE-SA,medium,,,SE-SA,South-East SA REZ corridor (Tailem Bend/Tungkillo/Heywood interconnector),Harrogate,269.95,Storage - Battery,Other - Other,Enel Green Power Australia Pty Ltd,,,,
Horsham BESS,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Horsham,100.0,Storage - Battery,Other - Other,ESCO Solar Farm 7 Trust,,,,
Junction Rivers,SW-NSW,medium,boundary_swap_m1_med_close,CWO,medium,SW-NSW,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Junction Rivers,,,,,,,,
Juno BESS,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Juno,200.0,Storage - Battery,Other - Other,Tilt Renewables Australia Pty Ltd,,,,
Juno Wind Farm,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Juno,299.88,Wind Turbine - Onshore,Wind - Wind,Tilt Renewables Australia Pty Ltd,,,,
Kangaroo Valley BESS,ILW,high,agree,ILW,medium,ILW,high,ILW,Illawarra REZ corridor (Dapto/Avon/Wollongong),Kangaroo Valley,364.8,Storage - Battery,Other - Other,FIrm Power P/L,,,,
Kerrawary Power Station,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Kerrawary,770.0,Turbine - OCGT,Fossil - Natural Gas Pipeline,Origin Energy,,,,
Kiamal BESS,MR,medium,no_coord_m1_backstop,MR,medium,,,MR,Murray River REZ corridor (Kerang/Red Cliffs/PEC western feed),Kiamal,238.59,Storage - Battery,Other - Other,TotalEnergies Renewables Australia,,,,
Kut Wut Brataualung,GIP,medium,no_coord_m1_backstop,GIP,medium,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Kut Wut Brataualung,2205.0,Wind Turbine - Offshore,Wind - Wind,Kut-Wut Brataualung Pty Ltd as trustee for the Kut-Wut Brataualung Trust,,,,
Lerida BESS,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Lerida,250.32,Storage - Battery,Other - Other,Elgin EnergyP/L,,,,
Lerida Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Lerida,249.84,Solar PV - Fixed,Solar - Solar,Elgin EnergyP/L,,,,
Lindley BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Lindley,100.0,Storage - Battery,Other - Other,NEMMCO,,,,
Lindsay Gap BESS,NEW,review,boundary_swap_m1_med_far,CWO,medium,NEW,medium,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Lindsay Gap,450.0,Storage - Battery,Other - Other,Acciona Energy Australia Global,,,,
LST02 Data Hall BESS,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),24.0,Storage - Battery,Other - Other,Firmus Grid P/L,,,,
Mullion Creek Wind Farm,CWO,high,agree,CWO,review,CWO,high,CWO,"Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar) — shared keyword across REZs: ['CWO', 'SW-NSW']; primary assignment based on substation locality",Mullion Creek,250.14,Solar PV - Fixed,Solar - Solar,Mullion Creek Wind Farm P/L,,,,
Narrandera BESS,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Narrandera,400.14,Storage - Battery,Other - Other,Potentia Energy Group P/L,,,,
Narrandera Solar Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Narrandera,125.0,Solar PV - Fixed,Solar - Solar,Potentia Energy Group P/L,,,,
Northern Midlands Solar Farm,TAS-NW,high,no_coord_m1_backstop,TAS-NW,high,,,TAS-NW,Tasmania single catchment (NW Transmission Devs + Central Highlands hydro) — single user-specified catchment covers all TAS1 sites,(TAS region),,,,,,,,
Para Hill BESS,MN,high,agree,MN,high,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Para,300.0,Storage - Battery,Other - Other,X-Elio Australia Pty Ltd,,,,
Peel Valley BESS,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Peel Valley,449.75,Storage - Battery,Other - Other,Potentia Energy Group P/L,,,,
Peel Valley Solar Farm,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Peel Valley,150.0,Solar PV - Fixed,Solar - Solar,Potentia Energy Group P/L,,,,
Reeves Plains Power Station BESS,MN,high,agree,MN,medium,MN,high,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Reeves Plains,250.0,Storage - Battery,Other - Other,Alinta Energy,,,,
Richmond Valley BESS (EIWA),Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,,,,,,,,
Sandy Creek Solar Farm,CWO,high,agree,CWO,medium,CWO,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Sandy Creek,700.0,Solar PV - Single axis tracking,Solar - Solar,Sandy Creek Solar Fund Pty Ltd,,,,
South Kempsey BESS,Unclassified,review,no_coord_m1_backstop,Unclassified,review,,,Unclassified,No rule matched — manual review needed,,200.0,Storage - Battery,Other - Other,Macleay Ventures Pty Ltd.,,,,
Talbingo BESS,SW-NSW,medium,agree,SW-NSW,medium,SW-NSW,medium,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Talbingo,400.0,Storage - Battery,Other - Other,Talbingo Battery Pty Ltd ATF Talbingo Battery Trust,,,,
Tchelery BESS,SW-NSW,medium,agree,SW-NSW,medium,SW-NSW,review,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Tchelery,300.0,Storage - Battery,Other - Other,Neoen Australia Pty Ltd,,,,
Tramway Road BESS,GIP,high,excluded_m1,Unclassified,review,GIP,high,Unclassified,No rule matched — manual review needed,,300.0,Storage - Battery,Other - Other,Eku Energy Projects (Australia) Pty Ltd as trustee for the Eku Energy Projects Australia Trust,,,,
Valley of the Winds,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Valley of the Winds,452.0,Wind Turbine - Onshore,Wind - Wind,ACEN Renewables,,,,
Wallabadah BESS,NEW,medium,no_coord_m1_backstop,NEW,medium,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Wallabadah,400.0,Storage - Battery,Other - Other,North Harbour Clean Energy P/L,,,,
Wellington A-CAES,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wellington,500.0,Storage - Other,Other - Other,Hydrostor Australia Holdings P/L,,,,
West Wellington Wind Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Wellington,468.0,Wind Turbine - Onshore,Wind - Wind,Mint Renewables,,,,
Arundel BESS,SW-NSW,high,excluded_m1,Unclassified,review,SW-NSW,high,Unclassified,No rule matched — manual review needed,,300.0,Storage - Battery,Other - Other,Eku Energy Projects (Australia) Trust,,,,
Awaba BESS,HCC,medium,no_coord_m1_backstop,HCC,medium,,,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Awaba,67.2,Storage - Battery,Other - Other,firmpower_NR,,,,
Beresfield BESS,HCC,high,agree,HCC,medium,HCC,high,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Beresfield,225.6,Storage - Battery,Other - Other,firmpower_NR,,,,
Boree Solar Project,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Boree,180.4,Solar PV - Single axis tracking,Solar - Solar,Venn Energy Pty Ltd,,,,
Carmody's Hill BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Carmody's Hill,118.02,Storage - Battery,Other - Other,Georgetown Hills Renewable Energy Pty Ltd as trustee for the Georgetown Hills Renewable Energy Trust,,,,
Carmody's Hill Wind Farm,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Carmody's Hill,247.0,Wind Turbine - Onshore,Wind - Wind,Georgetown Hills Renewable Energy Pty Ltd as trustee for the Georgetown Hills Renewable Energy Trust,,,,
Ceduna BESS,EYR,medium,no_coord_m1_backstop,EYR,medium,,,EYR,EYR,Ceduna,25.0,Storage - Battery,Other - Other,tetrisenergy_nr,,,,
Ceduna Solar Farm,EYR,medium,excluded_m2,EYR,medium,Unclassified,Unclassified,EYR,EYR,Ceduna,200.0,Solar PV - Fixed,Solar - Solar,tetrisenergy_nr,,,,M2 >100km from any substation (coverage gap); kept M1 keyword assignment
Ceduna Wind Farm,EYR,medium,excluded_m2,EYR,medium,Unclassified,Unclassified,EYR,EYR,Ceduna,400.0,Wind Turbine - Onshore,Wind - Wind,tetrisenergy_nr,,,,M2 >100km from any substation (coverage gap); kept M1 keyword assignment
Deargee,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Deargee,,,,,,,,
Devlins Bridge Battery Storage,SW-NSW,medium,boundary_swap_m1_med_close,CWO,medium,SW-NSW,high,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Devlins,600.0,Storage - Battery,Wind - Wind,Devlins Bridge Wind Farm Holdco Pty Ltd ,,,,
Devlins Wind Farm,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Devlins,662.7,Wind Turbine - Onshore,Wind - Wind,Devlins Bridge Wind Farm Holdco Pty Ltd ,,,,
Gara BESS,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Gara,521.28,Storage - Battery,Other - Other,ACEnergy Pty Ltd,,,,
Geelong BESS,SW-VIC,medium,agree,SW-VIC,medium,SW-VIC,medium,SW-VIC,South-West Victoria REZ corridor (Mortlake/Moorabool/Heywood),Geelong,250.0,Storage - Battery,Other - Other,Elgin EnergyP/L,,,,
Gippsland Dawn Offshore Wind Project,GIP,high,no_coord_m1_backstop,GIP,high,,,GIP,Gippsland REZ corridor (Latrobe Valley 500 kV),Gippsland,2100.0,Wind Turbine - Offshore,Wind - Wind,Gippsland Dawn OWP Project Pty Ltd,,,,
Glenbawn Pumped Hydro Project,HCC,high,boundary_swap_m1_review,NEW,review,HCC,high,NEW,"New England REZ corridor (Armidale/Tamworth/Dumaresq) — shared keyword across REZs: ['HCC', 'NEW']; primary assignment based on substation locality",Glenbawn Pumped Hydro,770.0,Storage - Pumped hydro,Hydro - Water,Water NSW,,,,
Glennis Creek Pumped Hydro Project,HCC,medium,agree,HCC,medium,HCC,medium,HCC,Hunter-Central Coast REZ corridor (Bayswater/Eraring/Singleton),Glennis Creek,642.0,Storage - Pumped hydro,Hydro - Water,Water NSW,,,,
Glenrowan BESS,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Glenrowan,450.24,Storage - Battery,Other - Other,Akaysha Energy Pty Ltd,,,,
Gol Gol Wind Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Gol Gol,499.66,Wind Turbine - Onshore,Wind - Wind,Squadron Energy Developments Pty Ltd,,,,
Griffith BESS,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Griffith,100.0,Storage - Battery,Other - Other,Eku Energy Projects (Australia) Trust,,,,
Holloway - Battery,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Holloway,300.33,Storage - Battery,Other - Other,SynCo Global,,,,
Inverell Battery Energy Storage System,NEW,high,no_coord_m1_backstop,NEW,high,,,NEW,New England REZ corridor (Armidale/Tamworth/Dumaresq),Inverell,150.0,Storage - Battery,Other - Other,Inverell BESS Development Pty Ltd,,,,
Ivanhoe BESS,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Ivanhoe,702.0,Storage - Battery,Other - Other,Ivanhoe Coal Pty Ltd,,,,
Kincraig BESS,MN,medium,no_coord_m1_backstop,MN,medium,,,MN,Mid-North SA REZ corridor (Robertstown/Davenport/Cultana),Kincraig,4.2,Storage - Battery,Other - Other,acepower_NR,,,,
Koorakee Wind Farm,SW-NSW,medium,no_coord_m1_backstop,SW-NSW,medium,,,SW-NSW,South-West NSW REZ corridor (Buronga/Dinawan/Wagga/PEC),Koorakee,300.0,Wind Turbine - Onshore,Wind - Wind,Squadron Energy Services Pty Ltd,,,,
Koyuga Nanneella Wind Farm,CN-VIC,medium,no_coord_m1_backstop,CN-VIC,medium,,,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Nanneella,400.0,Wind Turbine - Onshore,Wind - Wind,FERA Australia Pty Ltd,,,,
Lambing Gully BESS,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Lambing Gully,100.0,Storage - Battery,Other - Other,tetrisenergy_nr,,,,
Lambing Gully Wind Farm,WV,medium,no_coord_m1_backstop,WV,medium,,,WV,Western Victoria REZ corridor (Bulgana/Ararat/WRL),Lambing Gully,310.0,Wind Turbine - Onshore,Wind - Wind,tetrisenergy_nr,,,,
Malunga Nine Mile BESS - KCI,SW-VIC,medium,corridor_misread_m2,MR,medium,SW-VIC,medium,MR,Murray River REZ corridor (Kerang/Red Cliffs/PEC western feed),Malunga Nine Mile,500.0,Storage - Battery,Other - Other,Green Switch Energy Pty Ltd,,,,
Mandurama BESS,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Mandurama,20.0,Storage - Battery,Other - Other,tetrisenergy_nr,,,,
Mandurama Wind Farm,CWO,medium,agree,CWO,medium,CWO,medium,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Mandurama,250.0,Wind Turbine - Onshore,Wind - Wind,tetrisenergy_nr,,,,
Marcollat Energy Hub(Stage 1),SE-SA,medium,agree,SE-SA,medium,SE-SA,review,SE-SA,South-East SA REZ corridor (Tailem Bend/Tungkillo/Heywood interconnector),Marcollat,,,,,,,,
Mologa BESS,MR,review,boundary_swap_m1_med_far,CN-VIC,medium,MR,medium,CN-VIC,Central North Victoria REZ corridor (Bendigo/Shepparton),Mologa,250.0,Storage - Battery,Other - Other,Potentia Energy Group P/L,,,,
Mount Lambie BESS,CWO,medium,no_coord_m1_backstop,CWO,medium,,,CWO,Central-West Orana REZ corridor (Elong Elong/Merotherie/Wollar),Mount Lambie,100.0,Storage - Battery,Other - Other,tetrisenergy_nr,,,,
