site_name,region,project_lat,project_lon,project_coord_source,spike_class,expected_catchment,method,transmission_catchment,catchment_confidence,nearest_substation,nearest_substation_rez,distance_km,exclusion_pattern_matched,region_mismatch,notes
101 Miller Street,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
133 Castlereagh St,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
20 Bond St,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
275 Kent St,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
40 Mount St,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
8 Chifley Place,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
ACT Renewables Battery Storage,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Acacia SF,NSW1,-31.2317,151.0178,aemo_filing,,,spatial_join,NEW,high,Central Hub (Hub 5),NEW,9.24,,False,
Albury Renewable Energy Facility,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Appin,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Apsley BESS Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Aquila Wind,NSW1,-32.84,149.13,state_portal,,,spatial_join,CWO,medium,Molong,CWO,34.91,,False,
Aquila Wind Farm,NSW1,-32.7833,149.0833,locality_proxy,,,spatial_join,CWO,medium,Wellington,CWO,30.64,,False,
Argoon Wind Farm (RES Group) - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Argyle Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale BESS (100),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale BESS (150),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale BESS (300),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale BESS (Elgin),NSW1,-30.5,151.72,proponent_site,,,spatial_join,NEW,high,Armidale,NEW,3.69,,False,
Armidale BESS - 150,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale Big BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale East BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Armidale Pumped Hydro,NSW1,-30.8087,152.2017,osm_plant,,,spatial_join,NEW,medium,Metz,NEW,46.64,,False,
Arundel BESS,NSW1,-35.2448,147.4516,proponent_site,,,spatial_join,SW-NSW,high,Wagga,SW-NSW,7.21,,False,
Avonlie Solar Farm,NSW1,-34.9134452,146.5926128,OSM_plant,,,spatial_join,SW-NSW,high,Lockhart,SW-NSW,18.11,,False,
Awaba,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Awaba BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
BESS Finley,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
BESS Styx - Storage - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bakers Maison,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Baldon Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Baldon Wind Farm Stage 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Baldon Wind Farm Stage 2 - BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bango 973 Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bango 999 Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bango Wind Farm,NSW1,-34.5770062,148.8304402,OSM_plant,,,spatial_join,SW-NSW,high,Rye Park,SW-NSW,11.81,,False,
Bankstown Sports Club,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bannaby BESS,NSW1,-34.4415,149.9951,locality_proxy,,,spatial_join,ILW,medium,Bannaby,ILW,5.12,,False,
Bannaby BESS (AMPYR) - KCI,NSW1,-34.44,149.961,locality_proxy,,,spatial_join,ILW,medium,Bannaby,ILW,8.24,,False,
Barwon Solar Farm & BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bayswater,NSW1,-32.395,150.95,manual,prior,NEW,spatial_join,HCC,high,Bayswater,HCC,0.64,,False,
Belconnen,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Belhaven Renewable Project,NSW1,-35.20046,147.37152,aremi,,,spatial_join,SW-NSW,high,Wagga,SW-NSW,2.02,,False,
Bellambi Heights Renewables Project,NSW1,-32.31872,149.47054,aremi,,,spatial_join,CWO,high,Beryl,CWO,3.4,,False,
Bells Mountain,NSW1,-32.2454,150.9344,wikipedia,,,spatial_join,HCC,high,Muswellbrook,HCC,2.66,,False,
Bells Mountain Pumped Hydro,NSW1,-32.2675,150.8906,state_portal,,,spatial_join,HCC,high,Muswellbrook,HCC,6.93,,False,
Belrose,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ben Bullen BESS,NSW1,-33.17,150.05,proponent_site,,,spatial_join,CWO,medium,Wallerawang,CWO,26.44,,False,
Ben Bullen Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ben Bullen Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bendemeer Renewable Energy Hub - Solar - KCI,NSW1,-30.887,151.17,proponent_site,,,spatial_join,NEW,high,Bendemeer,NEW,1.85,,False,
Bendemeer Renewable Energy Hub - Storage - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bendemeer Renewable Energy Hub - Wind - KCI,NSW1,-30.92972,151.24234,aremi,,,spatial_join,NEW,high,Bendemeer,NEW,10.23,,False,
Beresfield BESS,NSW1,-32.7975,151.6433,state_portal,,,spatial_join,HCC,high,Beresfield,HCC,0.55,,False,
Beryl BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Beryl Solar Farm,NSW1,-32.3548399,149.4717426,OSM_plant,,,spatial_join,CWO,high,Beryl,CWO,1.25,,False,
Biala Wind Farm,NSW1,-34.5902289,149.3533473,OSM_plant,,,spatial_join,SW-NSW,high,Gullen Range,SW-NSW,9.92,,False,
Birriwa BESS,NSW1,-32.1264,149.5181,wikipedia,,,spatial_join,CWO,high,Merotherie,CWO,8.23,,False,
Birriwa Solar Farm,NSW1,-32.1264,149.5181,wikipedia,,,spatial_join,CWO,high,Merotherie,CWO,8.23,,False,
Blackmores,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blayney,NSW1,-33.6243564,149.1979416,OSM_plant,,,spatial_join,CWO,medium,Orange,CWO,39.79,,False,
Blind Creek SF,NSW1,-35.1695,149.4691,aremi,,,spatial_join,ILW,high,Capital,ILW,5.33,,False,
Blind Creek Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blind Creek Solar Farm and Battery Energy Storage System,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Blowering,NSW1,-35.3985715,148.2462035,OSM_plant,,,spatial_join,SW-NSW,high,Blowering,SW-NSW,0.08,,False,
Boco Rock Wind Farm,NSW1,-36.599737,149.1122643,OSM_plant,,,spatial_join,SW-NSW,high,Boco Rock,SW-NSW,2.91,,False,
Bodangora Wind Farm,NSW1,-32.398724,149.0685725,OSM_plant,shared_boundary,CWO,spatial_join,CWO,high,Wellington,CWO,17.35,,False,
Bogan River,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Boggabri solar and storage project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Boiling Down BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bomen Solar Farm,NSW1,-35.0475321,147.441094,OSM_plant,,,spatial_join,SW-NSW,high,Bomen,SW-NSW,4.27,,False,
Bonnie Brae Hybrid Plant,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bonshaw Hybrid Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bonshaw Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bookham WF & BESS,NSW1,-34.8143,148.6408,locality_proxy,,,spatial_join,SW-NSW,medium,Burrinjuck,SW-NSW,21.42,,False,
Boree Solar Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bowmans Creek Wind Farm,NSW1,-32.4,151.1,manual,shared_boundary,NEW,spatial_join,HCC,high,Liddell,HCC,11.58,,False,
Brewongle Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Broadwater,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Brocklehurst Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Broken Hill,NSW1,-31.9862486,141.4194412,OSM_plant,,,spatial_join,SW-NSW,high,Broken Hill,SW-NSW,0.03,,False,
Broken Hill Energy Storage Centre,NSW1,-31.97,141.49,state_portal,,,spatial_join,SW-NSW,high,Broken Hill,SW-NSW,6.92,,False,
Broken Hill GT,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Broken Hill Solar Plant,NSW1,-31.9873817,141.3927678,OSM_plant,,,spatial_join,SW-NSW,high,Broken Hill,SW-NSW,2.49,,False,
Brown Mountain Hydro Power Station,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bullawah Wind Farm – Stage 1,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burgmanns BESS,NSW1,-31.155,150.9055,proponent_site,,,spatial_join,NEW,high,Tamworth,NEW,4.47,,False,
Buronga BESS - Storage - KCI,NSW1,-34.1692,142.1813,aemo_filing,,,spatial_join,SW-NSW,high,Buronga,SW-NSW,10.29,,False,
Burrawong BESS – Stage 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burrawong Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burrawong Wind Farm BESS – Stage 1,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burrawong Wind Farm – Stage 1,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burrawong Wind Farm – Stage 2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burrendong,NSW1,-32.6646245,149.1079587,OSM_plant,,,spatial_join,CWO,medium,Wellington,CWO,20.44,,False,
Burrendong WF,NSW1,-32.677,149.2438,osm_plant,,,spatial_join,CWO,medium,Wellington,CWO,31.13,,False,
Burrendong Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Burrinjuck,NSW1,-35.0030084,148.5828644,OSM_plant,,,spatial_join,SW-NSW,high,Burrinjuck,SW-NSW,0.23,,False,
Burroway BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bushranger Hybrid Facility - Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Bushranger Hybrid Facility - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
CRS Canberra,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Calala Battery Energy Storage System 1 (CABESS1),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Calala Battery Energy Storage System 2 (CABESS2),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Canyonleigh BESS,NSW1,-34.6464,149.965,aemo_filing,,,spatial_join,ILW,high,Marulan,ILW,8.75,,False,
Capital 2 Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Capital Battery,NSW1,-35.3382597,149.2155373,OSM_plant,,,spatial_join,ILW,high,Sutton Forest,ILW,17.37,,False,
Capital East Solar Farm P1,NSW1,-35.1808439,149.5474901,OSM_plant,,,spatial_join,ILW,high,Capital,ILW,2.3,,False,
Capital East Solar Farm P2,NSW1,-35.1808439,149.5474901,OSM_plant,,,spatial_join,ILW,high,Capital,ILW,2.3,,False,
Capital Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Capital Wind Farm,NSW1,-35.1310585,149.5042747,OSM_plant,,,spatial_join,ILW,high,Capital,ILW,6.51,,False,
Carag Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Carrick Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Central Para Wind Farm (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Central West Pumped Hydro,NSW1,-33.4483,149.8178,aemo_filing,,,spatial_join,CWO,medium,Mt Piper,CWO,21.58,,False,
"Channel Nine - Willoughby, NSW",NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Chillamurra,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Chipping Norton Waste to Energy,NSW1,,,,,,spatial_join_excluded,Unclassified,excluded,,,,Waste to Energy,False,
Club Merrylands,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cobbora BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cobbora Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Coleambally BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Coleambally Solar Farm,NSW1,-34.7616824,145.9342105,OSM_plant,,,spatial_join,SW-NSW,high,Coleambally,SW-NSW,2.91,,False,
Collector,NSW1,-34.8580181,149.385912,OSM_plant,,,spatial_join,SW-NSW,high,Cullerin,SW-NSW,7.07,,False,
Colongra,NSW1,-33.2097952,151.5450571,OSM_plant,,,spatial_join,HCC,high,Munmorah,HCC,0.48,,False,
Combined Cycle Gas,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Comet Park BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Condong,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Conroys Gap,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Conroys Gap WF - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma BESS (ACEN),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma Hybrid BESS and Solar Farm (ACEN),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma Solar And BESS (ACEN),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma Solar Farm (ACEN),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma Solar Farm (Lightsource),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Cooma Solar Farm (Risen),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Copeton,NSW1,-29.9101747,150.9234796,OSM_plant,,,spatial_join,NEW,high,Copeton,NEW,0.03,,False,
Coppabella Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Corowa Solar Farm,NSW1,-35.980211,146.3595909,OSM_plant,,,spatial_join,SW-NSW,high,Corowa,SW-NSW,2.93,,False,
Crookwell,NSW1,-34.5418043,149.573661,OSM_plant,,,spatial_join,SW-NSW,high,Crookwell,SW-NSW,3.69,,False,
Crookwell 2 Wind Farm,NSW1,-34.5418043,149.573661,OSM_plant,,,spatial_join,SW-NSW,high,Crookwell,SW-NSW,3.69,,False,
Crookwell 3 Wind Farm,NSW1,-34.5531957,149.6479605,OSM_plant,,,spatial_join,SW-NSW,high,Crookwell,SW-NSW,3.54,,False,
Crudine Ridge Wind Farm,NSW1,-32.910241,149.6773963,OSM_plant,,,spatial_join,CWO,medium,Mudgee,CWO,37.45,,False,
Culcairn Solar Farm,NSW1,-35.7059665,146.9624109,OSM_plant,,,spatial_join,SW-NSW,high,Culcairn,SW-NSW,8.96,,False,
Cullerin Range Wind Farm,NSW1,-34.8061138,149.3978121,OSM_plant,,,spatial_join,SW-NSW,high,Cullerin,SW-NSW,1.21,,False,
Currawarra Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
DHL6 Solar Horsley Park,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Dalton,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Dapper Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Darlington Point BESS,NSW1,-34.45,145.93,aemo_filing,,,spatial_join,SW-NSW,medium,Griffith,SW-NSW,22.26,,False,
Darlington Point Energy Storage System,NSW1,-34.6470142,146.0352367,OSM_plant,,,spatial_join,SW-NSW,high,Darlington Point,SW-NSW,0.22,,False,
Darlington Point Solar Farm,NSW1,-34.6492267,146.0631793,OSM_plant,,,spatial_join,SW-NSW,high,Darlington Point,SW-NSW,2.63,,False,
Daroobalgie Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Daroobalgie Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
De Bortoli Wines,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Deargee,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Deargee Solar And BESS,NSW1,-30.4855,151.3022,proponent_site,,,spatial_join,NEW,medium,Northern Hub (Hub 10),NEW,21.63,,False,
Deepwater BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Deepwater Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Deniliquin BESS - Storage - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Deniliquin East BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Denman BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Devlins Bridge Battery Storage,NSW1,-34.76,143.7358,wikipedia,,,spatial_join,SW-NSW,high,Balranald,SW-NSW,19.32,,False,
Devlins Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Dinawan Energy Hub,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Donnybrook project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Drayton's Family Wines Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Dubbo Solar Hub,NSW1,-32.2729058,148.6586267,OSM_plant,,,spatial_join,CWO,high,Dubbo,CWO,2.75,,False,
Dumaresq Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Dunedoo Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
"Dungowan 3,000 MWH PHES",NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Dungowan 3000 MWH PHES,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
EIWA Richmond Valley BESS,NSW1,-29.0114,153.1008,aemo_filing,,,spatial_join,Unclassified,Unclassified,Tenterfield,NEW,103.35,,False,
Earthpower Technologies Sydney,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Eastern Creek,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Eastern Creek 2 Gas Utilisation Facility,NSW1,,,,,,spatial_join_excluded,Unclassified,excluded,,,,Gas Utilisation,False,
Eastern Rise Offshore Wind,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Ebor BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Edderton Hybrid Faciility - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Edderton Hybrid Facility - BESS,NSW1,-32.4366,150.8258,aremi,,,spatial_join,HCC,high,Bayswater,HCC,11.96,,False,
Eden Offshore Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Eglington Solar Farm,NSW1,-33.3761,149.5434,aemo_filing,,,spatial_join,CWO,medium,Orange,CWO,41.95,,False,
Emu Park BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Emu Park Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Eraring,NSW1,-33.0618215,151.5166993,OSM_plant,,,spatial_join,HCC,high,Eraring,HCC,0.1,,False,
Eraring Big Battery,NSW1,-33.0619,151.5197,proponent_site,,,spatial_join,HCC,high,Eraring,HCC,0.38,,False,
Eraring Big Battery – Stage 1,NSW1,-33.06217,151.51941,wikipedia,,,spatial_join,HCC,high,Eraring,HCC,0.36,,False,
Eraring Big Battery – Stage 2,NSW1,-33.0619,151.5197,proponent_site,,,spatial_join,HCC,high,Eraring,HCC,0.38,,False,
Eraring Big Battery – Stage 3,NSW1,-33.06222,151.52028,proponent_site,,,spatial_join,HCC,high,Eraring,HCC,0.44,,False,
Eraring GT,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Erskine Park,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Euston Wind Farm - KCI,NSW1,-34.5762,142.745,proponent_site,,,spatial_join,SW-NSW,review,Buronga,SW-NSW,68.96,,False,
Finley Solar Farm,NSW1,-35.6499632,145.5051327,OSM_plant,,,spatial_join,SW-NSW,high,Finley,SW-NSW,1.31,,False,
Finley Solar Project,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Flyers Creek Wind Farm,NSW1,-33.5531137,149.0826423,OSM_plant,,,spatial_join,CWO,medium,Orange,CWO,31.08,,False,
Forbes Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Forbes Solar Farm & BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Forest Glen Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
GEP - NMLLY1,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
GEP - NWNG2,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Galore Energy Project - Solar And BESS - KCI,NSW1,-34.9983,146.8137,proponent_site,,,spatial_join,SW-NSW,high,Lockhart,SW-NSW,4.7,,False,
Galore Hybrid Facility - Battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Galore Hybrid Facility - Solar,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gara BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Garoo BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Garoo Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gerogery Battery - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gerogery Solar Farm - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gidginbung,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gilgandara Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gilgandra Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Glanmire Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Glen Innes Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Glen Inness BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Glenbawn,NSW1,-32.1096551,150.9982617,OSM_plant,,,spatial_join,HCC,high,Glenbawn,HCC,0.03,,False,
Glenbawn Pumped Hydro Project,NSW1,-32.1,151.1,manual,prior,Unclassified,spatial_join,HCC,high,Glenbawn,HCC,9.61,,False,
Glenellen Solar Farm,NSW1,-35.91,146.91,state_portal,,,spatial_join,SW-NSW,high,Jindera,SW-NSW,1.73,,False,
Glennies Creek,NSW1,-32.4598758,151.12872,OSM_plant,,,spatial_join,HCC,high,Singleton,HCC,9.34,,False,
Glennis Creek Pumped Hydro Project,NSW1,-32.34833,151.25111,wikipedia,,,spatial_join,HCC,medium,Liddell,HCC,25.97,,False,
Gol Gol Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Goldwind battery,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Goldwind reciprocating engine,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Goonumbla Solar Farm,NSW1,-33.1100011,148.0905841,OSM_plant,,,spatial_join,CWO,high,Parkes,CWO,1.66,,False,
Goulburn Bioenergy,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Goulburn River BESS,NSW1,-32.35,150.1,manual,shared_boundary,CWO,spatial_join,HCC,high,Bylong,HCC,7.31,,False,
Goulburn River SF,NSW1,-32.35,150.1,manual,shared_boundary,CWO,spatial_join,HCC,high,Bylong,HCC,7.31,,False,
Goulburn River Solar Farm And BESS,NSW1,-32.35,150.1,manual,prior,CWO,spatial_join,HCC,high,Bylong,HCC,7.31,,False,
Grafton Rd BESS (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Grange Avenue,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Granite Hills Wind Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Great Western Battery Project,NSW1,-33.4074,150.0679,locality_proxy,,,spatial_join,CWO,medium,Wallerawang,CWO,1.2,,False,
Greenpulse BESS (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Greenpulse Solar Farm (KCI),NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gregadoo Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Griffith BESS,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Griffith BESS - KCI,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Griffith Solar Farm,NSW1,-34.3175815,146.1227047,OSM_plant,,,spatial_join,SW-NSW,high,Griffith,SW-NSW,1.22,,False,
Gulgong Solar Project,NSW1,-32.35,149.5333,locality_proxy,,,spatial_join,CWO,medium,Beryl,CWO,6.8,,False,
Gullen Range Battery Energy System,NSW1,-34.5442,149.4331,wikipedia,,,spatial_join,SW-NSW,high,Gullen Range,SW-NSW,8.09,,False,
Gullen Range Solar Farm,NSW1,,,,,,no_coordinate,Unclassified,no_coordinate,,,,,False,
Gullen Range Wind Farm,NSW1,-34.6065059,149.4553254,OSM_plant,,,spatial_join,SW-NSW,high,Gullen Range,SW-NSW,0.87,,False,
Gullen Range Wind Farm 2,NSW1,-34.6065059,149.4553254,OSM_plant,,,spatial_join,SW-NSW,high,Gullen Range,SW-NSW,0.87,,False,
Gullen Range Wind Farm 2 _x000D_,NSW1,-34.6065059,149.4553254,OSM_plant,,,spatial_join,SW-NSW,high,Gullen Range,SW-NSW,0.87,,False,
